"year","Agent_ID","SB_ID","Act_yield","M_Act_yield","Target","M_Target"
17,7,49,7.14,3.87,2.82336744819224,0
17,7,50,7.15,3.9,2.81381583002646,0
17,7,51,7.78,4.3,3.17749763447972,0
17,7,52,8.18,4.65,0,0
17,8,53,8.21,4.96,0,0
17,8,54,8.91,5.64,3.37120065806878,0
17,8,55,8.2,4.74,1.68483532738095,0
17,8,56,7.96,4.59,0,0
17,8,57,7.9,4.64,1.30350450396825,0
17,8,58,7.86,4.46,2.86915784832452,0
17,9,59,10.94,7.12,0,0
17,9,60,12.28,7.84,1.98992189484127,0
17,9,61,10.87,6.97,1.09997795414462,0
17,9,62,10.75,6.93,0,0
17,9,63,10.02,6.33,0,0
17,9,64,11.35,7.38,0,0
17,9,65,12.52,8.21,0.67496448170194,0
17,9,66,11.79,7.58,1.39506907738095,0
17,9,67,9.46,6.09,0.95598544973545,0
17,9,68,8.07,4.68,1.46416900132275,0
17,9,69,11.6,7.85,1.60037737323633,1.77297178130511
17,9,70,8.95,5.66,1.87182580467372,0.537957655643739
17,9,71,10.12,6.35,1.04382007429453,0.663267728725749
17,9,72,7.3,4.53,0.535692239858907,0
17,9,73,7.86,4.46,0,0
17,10,74,7.61,4.23,1.00413932021605,0
17,10,75,7.53,4.39,1.57331023148148,0.462657115520282
17,11,76,7,4.25,1.10266282407407,0
17,11,77,7.45,4.35,0.51521066468254,0
17,11,78,7.69,4.45,1.07428737488977,0
17,11,79,7.94,4.58,1.40053093805115,0
17,11,80,7.75,4.36,2.36736812610229,0
17,11,81,7.58,4.42,3.73759920634921,0
17,12,82,7.41,4.17,2.31824695326279,0
17,12,83,6.5,3.61,4.66599977954145,0
17,12,84,5.83,3.52,4.59459175044092,0
17,12,85,8.49,5.04,2.40023383487654,0.148632413800705
17,12,86,7.66,4.54,3.76532520943563,0
17,12,87,7.13,4.6,3.97085537918871,0.334628527336861
17,12,88,6.31,3.86,5.01639660493827,2.54715057319224
17,12,89,6.24,3.9,5.60206844246032,0.851064776124339
18,1,1,0,0,0,1.53252157297178
18,1,2,0,0,0,2.29587219356261
18,1,3,0,0,0,0.409446649029982
18,1,4,0,0,2.82646762455908,0
18,1,5,0,0,2.1674430643739,0
18,1,6,0.01,0.01,3.65710198082011,0
18,1,7,0.45,0.11,2.08192644290123,0
18,1,8,12.91,5.2,0.422542735008818,0
18,1,9,12.91,5.2,1.43858339616402,0
18,1,10,14.23,9.26,1.5117997563933,0
18,1,11,12.97,8.5,0.970209435626102,0
18,1,12,12.56,8.21,2.96578269951499,0
18,1,13,13.45,8.58,1.94485961419753,0.472391991402116
18,2,14,13.36,8.94,1.56117123567019,1.49296737213404
18,2,15,12.46,7.66,2.7825336122134,2.05046344246032
18,3,16,12.05,7.01,2.80375187279541,0.913727470899471
18,3,17,12.4,7.89,2.61715608465608,0
18,3,18,9.63,5.1,3.5147266313933,0
18,4,19,12.22,7.96,1.27188282738095,0
18,4,20,12.17,7.54,0,0
18,4,21,11.69,7.13,1.34151310626102,0
18,4,22,12.05,7.52,2.58264320216049,0
18,4,23,11.53,6.98,0,0
18,4,24,12.02,7.74,1.0636795752866,0.201798892967372
18,4,25,12.63,7.77,0.753152288470018,0
18,4,26,12.05,7.44,2.53700764219577,0
18,4,27,11.66,7.48,1.66501214726631,0
18,4,28,10.63,5.96,2.08647486772487,0
18,5,29,8.69,4.68,2.41224342372134,0
18,5,30,8.63,4.83,1.52765582231041,0
18,5,31,6.49,3.9,3.0551542074515,0
18,6,32,13.21,8.59,2.21479521825397,0
18,6,33,13.34,9.03,1.86774431988536,0
18,6,34,12.57,7.92,1.31141534391534,0
18,6,35,11.78,6.72,3.98317656305115,0
18,6,36,12.49,7.76,2.19058641975309,0
18,6,37,12.49,7.76,3.29059951940035,0
18,6,38,9.52,5.41,2.77057613205467,0
18,6,39,10.84,6.48,1.05762235449735,0
18,6,40,13.13,8.57,2.52879304783951,0
18,6,41,12.14,7.98,1.27618135361552,0
18,6,42,11.7,7.62,2.64005348544974,0
18,6,43,10.5,6.28,3.89504275683421,0
18,6,44,7.14,4.12,3.07333546737213,0
18,6,45,10.03,6.09,3.7588633234127,0.0298400044312169
18,6,46,7.38,4.62,1.60527508377425,0
18,6,47,7.74,4.69,1.54470899470899,0
18,7,48,6.96,3.94,1.64782891313933,0
18,7,49,6.23,3.59,2.82336744819224,0
18,7,50,6.45,3.64,2.81381583002646,0
18,7,51,6.88,4.07,3.17749763447972,0
18,7,52,7.4,4.43,0,0
18,8,53,7.73,4.69,0,0
18,8,54,8.76,5.5,3.37120065806878,0
18,8,55,7.54,4.48,1.68483532738095,0
18,8,56,7.06,4.31,0,0
18,8,57,7.38,4.4,1.30350450396825,0
18,8,58,7.26,4.19,2.86915784832452,0
18,9,59,12.03,7.74,0,0
18,9,60,12.07,7.9,1.98992189484127,0
18,9,61,10.9,6.76,1.09997795414462,0
18,9,62,10.82,6.76,0,0
18,9,63,9.84,6.07,0,0
18,9,64,11.73,7.27,0,0
18,9,65,12.81,8.31,0.67496448170194,0
18,9,66,11.64,7.27,1.39506907738095,0
18,9,67,9.49,5.95,0.95598544973545,0
18,9,68,7.48,4.45,1.46416900132275,0
18,9,69,12.42,8.18,1.60037737323633,1.77297178130511
18,9,70,8.92,5.38,1.87182580467372,0.537957655643739
18,9,71,9.88,5.91,1.04382007429453,0.663267728725749
18,9,72,6.88,4.24,0.535692239858907,0
18,9,73,7.26,4.18,0,0
18,10,74,6.7,3.93,1.00413932021605,0
18,10,75,6.74,4.01,1.57331023148148,0.462657115520282
18,11,76,5.9,3.91,1.10266282407407,0
18,11,77,6.77,3.95,0.51521066468254,0
18,11,78,6.96,4.16,1.07428737488977,0
18,11,79,7.15,4.21,1.40053093805115,0
18,11,80,7.03,3.99,2.36736812610229,0
18,11,81,7.16,4.15,3.73759920634921,0
18,12,82,6.52,3.86,2.31824695326279,0
18,12,83,5.59,3.19,4.66599977954145,0
18,12,84,5.5,3.18,4.59459175044092,0
18,12,85,8.24,4.82,2.40023383487654,0.148632413800705
18,12,86,7.12,4.27,3.76532520943563,0
18,12,87,6.71,4.22,3.97085537918871,0.334628527336861
18,12,88,5.71,3.51,5.01639660493827,2.54715057319224
18,12,89,6.06,3.54,5.60206844246032,0.851064776124339
19,1,1,0,0,0,1.53252157297178
19,1,2,0,0,0,2.29587219356261
19,1,3,0,0,0,0.409446649029982
19,1,4,0,0,2.82646762455908,0
19,1,5,0,0,2.1674430643739,0
19,1,6,0.01,0,3.65710198082011,0
19,1,7,0.28,0.07,2.08192644290123,0
19,1,8,11.53,4.28,0.422542735008818,0
19,1,9,11.53,4.27,1.43858339616402,0
19,1,10,14.7,9.25,1.5117997563933,0
19,1,11,12.52,8.03,0.970209435626102,0
19,1,12,12.05,7.69,2.96578269951499,0
19,1,13,12.27,7.89,1.94485961419753,0.472391991402116
19,2,14,13.11,8.4,1.56117123567019,1.49296737213404
19,2,15,10.78,6.82,2.7825336122134,2.05046344246032
19,3,16,10.07,6.28,2.80375187279541,0.913727470899471
19,3,17,11.42,6.91,2.61715608465608,0
19,3,18,8.21,4.98,3.5147266313933,0
19,4,19,11.76,7.59,1.27188282738095,0
19,4,20,11.24,6.82,0,0
19,4,21,10.83,6.63,1.34151310626102,0
19,4,22,10.9,6.86,2.58264320216049,0
19,4,23,10.34,6.32,0,0
19,4,24,11.21,7.04,1.0636795752866,0.201798892967372
19,4,25,11.42,7.09,0.753152288470018,0
19,4,26,11.13,6.89,2.53700764219577,0
19,4,27,10.99,6.99,1.66501214726631,0
19,4,28,9.17,5.81,2.08647486772487,0
19,5,29,7.47,4.63,2.41224342372134,0
19,5,30,7.2,4.77,1.52765582231041,0
19,5,31,6.04,4.14,3.0551542074515,0
19,6,32,12.93,8.2,2.21479521825397,0
19,6,33,13.35,8.83,1.86774431988536,0
19,6,34,11.71,7.41,1.31141534391534,0
19,6,35,9.84,6.53,3.98317656305115,0
19,6,36,10.91,7.2,2.19058641975309,0
19,6,37,10.9,7.19,3.29059951940035,0
19,6,38,8.37,5.41,2.77057613205467,0
19,6,39,9.55,6.35,1.05762235449735,0
19,6,40,13.49,8.51,2.52879304783951,0
19,6,41,11.43,7.31,1.27618135361552,0
19,6,42,10.97,6.97,2.64005348544974,0
19,6,43,9.11,6.24,3.89504275683421,0
19,6,44,6.16,4.28,3.07333546737213,0
19,6,45,8.9,6.03,3.7588633234127,0.0298400044312169
19,6,46,7.16,4.88,1.60527508377425,0
19,6,47,7.4,4.97,1.54470899470899,0
19,7,48,6.24,4.13,1.64782891313933,0
19,7,49,6.26,4.08,2.82336744819224,0
19,7,50,6.43,4.16,2.81381583002646,0
19,7,51,7.13,4.78,3.17749763447972,0
19,7,52,7.09,4.86,0,0
19,8,53,7.39,4.96,0,0
19,8,54,8.15,5.67,3.37120065806878,0
19,8,55,7.55,4.99,1.68483532738095,0
19,8,56,7.16,4.79,0,0
19,8,57,7.35,4.88,1.30350450396825,0
19,8,58,7.19,4.76,2.86915784832452,0
19,9,59,11.1,7.24,0,0
19,9,60,11.56,7.8,1.98992189484127,0
19,9,61,9.76,6.73,1.09997795414462,0
19,9,62,9.66,6.74,0,0
19,9,63,9.06,6.2,0,0
19,9,64,10.7,7.32,0,0
19,9,65,11.96,8.21,0.67496448170194,0
19,9,66,10.34,7.33,1.39506907738095,0
19,9,67,8.65,5.97,0.95598544973545,0
19,9,68,7.33,4.93,1.46416900132275,0
19,9,69,11.62,7.83,1.60037737323633,1.77297178130511
19,9,70,8.28,5.57,1.87182580467372,0.537957655643739
19,9,71,9.21,6.18,1.04382007429453,0.663267728725749
19,9,72,7.07,4.72,0.535692239858907,0
19,9,73,7.19,4.76,0,0
19,10,74,7.25,4.48,1.00413932021605,0
19,10,75,7.29,4.69,1.57331023148148,0.462657115520282
19,11,76,6.81,4.6,1.10266282407407,0
19,11,77,7.08,4.59,0.51521066468254,0
19,11,78,7.34,4.62,1.07428737488977,0
19,11,79,7.55,4.93,1.40053093805115,0
19,11,80,7.38,4.72,2.36736812610229,0
19,11,81,7.65,4.76,3.73759920634921,0
19,12,82,7.1,4.51,2.31824695326279,0
19,12,83,6.59,3.98,4.66599977954145,0
19,12,84,5.74,3.81,4.59459175044092,0
19,12,85,8.18,5.27,2.40023383487654,0.148632413800705
19,12,86,7.83,4.96,3.76532520943563,0
19,12,87,7.51,4.87,3.97085537918871,0.334628527336861
19,12,88,6.07,4.17,5.01639660493827,2.54715057319224
19,12,89,6.16,4.25,5.60206844246032,0.851064776124339
20,1,1,0,0,0,1.53252157297178
20,1,2,0,0,0,2.29587219356261
20,1,3,0,0,0,0.409446649029982
20,1,4,0,0,2.82646762455908,0
20,1,5,0,0,2.1674430643739,0
20,1,6,0.01,0,3.65710198082011,0
20,1,7,0.19,0.05,2.08192644290123,0
20,1,8,9.86,3.5,0.422542735008818,0
20,1,9,9.86,3.5,1.43858339616402,0
20,1,10,14.99,9.51,1.5117997563933,0
20,1,11,13.12,8.58,0.970209435626102,0
20,1,12,12.76,8.31,2.96578269951499,0
20,1,13,13.29,8.51,1.94485961419753,0.472391991402116
20,2,14,13.73,8.96,1.56117123567019,1.49296737213404
20,2,15,12.21,7.8,2.7825336122134,2.05046344246032
20,3,16,11.77,7.37,2.80375187279541,0.913727470899471
20,3,17,11.91,7.35,2.61715608465608,0
20,3,18,9.45,5.78,3.5147266313933,0
20,4,19,12.07,7.86,1.27188282738095,0
20,4,20,11.96,7.6,0,0
20,4,21,11.69,7.37,1.34151310626102,0
20,4,22,11.87,7.6,2.58264320216049,0
20,4,23,11.32,7.13,0,0
20,4,24,11.92,7.7,1.0636795752866,0.201798892967372
20,4,25,12.3,7.81,0.753152288470018,0
20,4,26,11.98,7.65,2.53700764219577,0
20,4,27,11.57,7.65,1.66501214726631,0
20,4,28,10.48,6.53,2.08647486772487,0
20,5,29,8.97,5.65,2.41224342372134,0
20,5,30,8.67,5.27,1.52765582231041,0
20,5,31,7.41,4.65,3.0551542074515,0
20,6,32,13.45,8.74,2.21479521825397,0
20,6,33,13.59,9.04,1.86774431988536,0
20,6,34,12.65,8.09,1.31141534391534,0
20,6,35,11.66,7.22,3.98317656305115,0
20,6,36,12.86,8.32,2.19058641975309,0
20,6,37,12.86,8.31,3.29059951940035,0
20,6,38,9.7,6.11,2.77057613205467,0
20,6,39,10.8,7.08,1.05762235449735,0
20,6,40,13.78,8.69,2.52879304783951,0
20,6,41,12.04,7.81,1.27618135361552,0
20,6,42,11.49,7.5,2.64005348544974,0
20,6,43,10.37,6.72,3.89504275683421,0
20,6,44,7.56,4.73,3.07333546737213,0
20,6,45,10.25,6.73,3.7588633234127,0.0298400044312169
20,6,46,8.42,5.49,1.60527508377425,0
20,6,47,8.39,5.41,1.54470899470899,0
20,7,48,7.39,4.68,1.64782891313933,0
20,7,49,7.35,4.39,2.82336744819224,0
20,7,50,7.4,4.36,2.81381583002646,0
20,7,51,7.92,5.03,3.17749763447972,0
20,7,52,8.38,5.16,0,0
20,8,53,8.37,5.4,0,0
20,8,54,9.2,6.04,3.37120065806878,0
20,8,55,8.25,5.22,1.68483532738095,0
20,8,56,8.04,5.04,0,0
20,8,57,8.17,5.15,1.30350450396825,0
20,8,58,8,4.95,2.86915784832452,0
20,9,59,11.96,7.76,0,0
20,9,60,12.49,8.32,1.98992189484127,0
20,9,61,11.14,7.35,1.09997795414462,0
20,9,62,11.14,7.28,0,0
20,9,63,10.3,6.78,0,0
20,9,64,11.72,7.87,0,0
20,9,65,12.98,8.78,0.67496448170194,0
20,9,66,11.76,7.81,1.39506907738095,0
20,9,67,9.68,6.46,0.95598544973545,0
20,9,68,8.29,5.18,1.46416900132275,0
20,9,69,12.5,8.27,1.60037737323633,1.77297178130511
20,9,70,9.41,6.06,1.87182580467372,0.537957655643739
20,9,71,10.17,6.59,1.04382007429453,0.663267728725749
20,9,72,7.65,5.08,0.535692239858907,0
20,9,73,8,4.95,0,0
20,10,74,8.07,4.83,1.00413932021605,0
20,10,75,7.86,4.83,1.57331023148148,0.462657115520282
20,11,76,7.49,4.67,1.10266282407407,0
20,11,77,8,4.76,0.51521066468254,0
20,11,78,7.91,4.9,1.07428737488977,0
20,11,79,8.08,5.17,1.40053093805115,0
20,11,80,8.09,4.83,2.36736812610229,0
20,11,81,8.13,4.86,3.73759920634921,0
20,12,82,7.8,4.6,2.31824695326279,0
20,12,83,6.99,4.17,4.66599977954145,0
20,12,84,6.41,3.67,4.59459175044092,0
20,12,85,8.86,5.51,2.40023383487654,0.148632413800705
20,12,86,8.02,5,3.76532520943563,0
20,12,87,7.82,4.97,3.97085537918871,0.334628527336861
20,12,88,6.45,4.2,5.01639660493827,2.54715057319224
20,12,89,6.53,4.09,5.60206844246032,0.851064776124339
21,1,1,0,0,0,1.53252157297178
21,1,2,0,0,0,2.29587219356261
21,1,3,0,0,0,0.409446649029982
21,1,4,0,0,2.82646762455908,0
21,1,5,0,0,2.1674430643739,0
21,1,6,0.04,0.01,3.65710198082011,0
21,1,7,1.16,0.25,2.08192644290123,0
21,1,8,13.65,6.2,0.422542735008818,0
21,1,9,13.65,6.2,1.43858339616402,0
21,1,10,14.41,9.42,1.5117997563933,0
21,1,11,12.98,8.2,0.970209435626102,0
21,1,12,12.48,7.84,2.96578269951499,0
21,1,13,13.27,8.17,1.94485961419753,0.472391991402116
21,2,14,13.51,8.7,1.56117123567019,1.49296737213404
21,2,15,11.56,7.08,2.7825336122134,2.05046344246032
21,3,16,10.96,6.65,2.80375187279541,0.913727470899471
21,3,17,11.77,7.24,2.61715608465608,0
21,3,18,8.62,4.97,3.5147266313933,0
21,4,19,12.14,7.71,1.27188282738095,0
21,4,20,11.48,7.29,0,0
21,4,21,11.31,6.81,1.34151310626102,0
21,4,22,11.51,7.24,2.58264320216049,0
21,4,23,10.87,6.74,0,0
21,4,24,11.59,7.32,1.0636795752866,0.201798892967372
21,4,25,12.06,7.42,0.753152288470018,0
21,4,26,11.46,7.15,2.53700764219577,0
21,4,27,11.37,7.32,1.66501214726631,0
21,4,28,9.68,5.84,2.08647486772487,0
21,5,29,7.75,4.51,2.41224342372134,0
21,5,30,7.93,4.7,1.52765582231041,0
21,5,31,6.38,3.75,3.0551542074515,0
21,6,32,13.26,8.44,2.21479521825397,0
21,6,33,13.36,8.97,1.86774431988536,0
21,6,34,11.73,7.63,1.31141534391534,0
21,6,35,10.67,6.42,3.98317656305115,0
21,6,36,11.89,7.35,2.19058641975309,0
21,6,37,11.89,7.35,3.29059951940035,0
21,6,38,8.64,5.1,2.77057613205467,0
21,6,39,10.16,6.06,1.05762235449735,0
21,6,40,13.55,8.59,2.52879304783951,0
21,6,41,11.59,7.43,1.27618135361552,0
21,6,42,11.16,7.05,2.64005348544974,0
21,6,43,9.56,5.96,3.89504275683421,0
21,6,44,6.49,3.91,3.07333546737213,0
21,6,45,9.27,5.84,3.7588633234127,0.0298400044312169
21,6,46,7.35,4.53,1.60527508377425,0
21,6,47,7.39,4.52,1.54470899470899,0
21,7,48,6.31,3.78,1.64782891313933,0
21,7,49,6.14,3.59,2.82336744819224,0
21,7,50,6.16,3.61,2.81381583002646,0
21,7,51,6.5,4.05,3.17749763447972,0
21,7,52,7.07,4.38,0,0
21,8,53,7.37,4.51,0,0
21,8,54,8.17,5.21,3.37120065806878,0
21,8,55,7.21,4.44,1.68483532738095,0
21,8,56,6.86,4.28,0,0
21,8,57,7.06,4.37,1.30350450396825,0
21,8,58,6.72,4.22,2.86915784832452,0
21,9,59,11.4,7.2,0,0
21,9,60,11.45,7.56,1.98992189484127,0
21,9,61,10.11,6.57,1.09997795414462,0
21,9,62,9.99,6.44,0,0
21,9,63,9.36,5.91,0,0
21,9,64,10.62,6.86,0,0
21,9,65,12.16,8.05,0.67496448170194,0
21,9,66,11.21,7.26,1.39506907738095,0
21,9,67,8.66,5.47,0.95598544973545,0
21,9,68,6.76,4.49,1.46416900132275,0
21,9,69,11.98,7.96,1.60037737323633,1.77297178130511
21,9,70,8.14,5.24,1.87182580467372,0.537957655643739
21,9,71,9.55,5.93,1.04382007429453,0.663267728725749
21,9,72,6.47,4.26,0.535692239858907,0
21,9,73,6.72,4.22,0,0
21,10,74,6.71,4.13,1.00413932021605,0
21,10,75,6.61,4.04,1.57331023148148,0.462657115520282
21,11,76,6.17,3.94,1.10266282407407,0
21,11,77,6.62,3.93,0.51521066468254,0
21,11,78,6.57,4.06,1.07428737488977,0
21,11,79,6.77,4.24,1.40053093805115,0
21,11,80,6.85,4.2,2.36736812610229,0
21,11,81,6.96,4.16,3.73759920634921,0
21,12,82,6.56,3.94,2.31824695326279,0
21,12,83,5.43,3.38,4.66599977954145,0
21,12,84,5.09,3.32,4.59459175044092,0
21,12,85,7.62,4.79,2.40023383487654,0.148632413800705
21,12,86,7.05,4.25,3.76532520943563,0
21,12,87,6.85,4.23,3.97085537918871,0.334628527336861
21,12,88,5.58,3.51,5.01639660493827,2.54715057319224
21,12,89,5.35,3.48,5.60206844246032,0.851064776124339
22,1,1,0,0,0,1.53252157297178
22,1,2,0,0,0,2.29587219356261
22,1,3,0,0,0,0.409446649029982
22,1,4,0,0,2.82646762455908,0
22,1,5,0,0,2.1674430643739,0
22,1,6,0.03,0.01,3.65710198082011,0
22,1,7,0.89,0.2,2.08192644290123,0
22,1,8,13.38,5.46,0.422542735008818,0
22,1,9,13.37,5.46,1.43858339616402,0
22,1,10,12.37,8.4,1.5117997563933,0
22,1,11,11.18,7.38,0.970209435626102,0
22,1,12,10.9,7.03,2.96578269951499,0
22,1,13,11.93,7.51,1.94485961419753,0.472391991402116
22,2,14,11.45,7.87,1.56117123567019,1.49296737213404
22,2,15,11.18,7.09,2.7825336122134,2.05046344246032
22,3,16,10.26,6.49,2.80375187279541,0.913727470899471
22,3,17,10.94,7.12,2.61715608465608,0
22,3,18,8.47,5.07,3.5147266313933,0
22,4,19,11.18,7.24,1.27188282738095,0
22,4,20,10.8,6.87,0,0
22,4,21,10.44,6.56,1.34151310626102,0
22,4,22,10.55,6.82,2.58264320216049,0
22,4,23,10.05,6.37,0,0
22,4,24,10.7,6.79,1.0636795752866,0.201798892967372
22,4,25,11.1,7.18,0.753152288470018,0
22,4,26,10.66,6.82,2.53700764219577,0
22,4,27,10.45,7,1.66501214726631,0
22,4,28,9.25,5.77,2.08647486772487,0
22,5,29,7.79,4.68,2.41224342372134,0
22,5,30,7.69,4.8,1.52765582231041,0
22,5,31,6.59,4.01,3.0551542074515,0
22,6,32,12.2,7.9,2.21479521825397,0
22,6,33,12.19,8.29,1.86774431988536,0
22,6,34,11.37,7.39,1.31141534391534,0
22,6,35,10.37,6.48,3.98317656305115,0
22,6,36,11.35,7.27,2.19058641975309,0
22,6,37,11.36,7.27,3.29059951940035,0
22,6,38,8.72,5.28,2.77057613205467,0
22,6,39,9.95,6.28,1.05762235449735,0
22,6,40,11.65,7.72,2.52879304783951,0
22,6,41,10.76,6.83,1.27618135361552,0
22,6,42,10.31,6.6,2.64005348544974,0
22,6,43,9.4,6.1,3.89504275683421,0
22,6,44,6.68,4.13,3.07333546737213,0
22,6,45,9.17,5.99,3.7588633234127,0.0298400044312169
22,6,46,7.49,4.75,1.60527508377425,0
22,6,47,7.28,4.67,1.54470899470899,0
22,7,48,6.36,4.05,1.64782891313933,0
22,7,49,6.42,3.86,2.82336744819224,0
22,7,50,6.43,3.85,2.81381583002646,0
22,7,51,6.94,4.31,3.17749763447972,0
22,7,52,7.32,4.58,0,0
22,8,53,7.28,4.66,0,0
22,8,54,8.23,5.3,3.37120065806878,0
22,8,55,7.32,4.65,1.68483532738095,0
22,8,56,7.13,4.53,0,0
22,8,57,7.14,4.58,1.30350450396825,0
22,8,58,7.26,4.38,2.86915784832452,0
22,9,59,10.61,6.82,0,0
22,9,60,11.15,7.44,1.98992189484127,0
22,9,61,9.83,6.63,1.09997795414462,0
22,9,62,9.82,6.56,0,0
22,9,63,9.21,6.08,0,0
22,9,64,10.38,6.99,0,0
22,9,65,11.47,7.88,0.67496448170194,0
22,9,66,10.43,7.07,1.39506907738095,0
22,9,67,8.74,5.69,0.95598544973545,0
22,9,68,7.13,4.58,1.46416900132275,0
22,9,69,11.03,7.51,1.60037737323633,1.77297178130511
22,9,70,8.04,5.42,1.87182580467372,0.537957655643739
22,9,71,9.65,6.22,1.04382007429453,0.663267728725749
22,9,72,6.57,4.46,0.535692239858907,0
22,9,73,7.26,4.38,0,0
22,10,74,6.9,4.26,1.00413932021605,0
22,10,75,6.92,4.3,1.57331023148148,0.462657115520282
22,11,76,6.56,4.13,1.10266282407407,0
22,11,77,6.93,4.2,0.51521066468254,0
22,11,78,7.07,4.31,1.07428737488977,0
22,11,79,7.2,4.44,1.40053093805115,0
22,11,80,7.09,4.25,2.36736812610229,0
22,11,81,7.17,4.32,3.73759920634921,0
22,12,82,6.86,4.02,2.31824695326279,0
22,12,83,6.07,3.61,4.66599977954145,0
22,12,84,5.6,3.29,4.59459175044092,0
22,12,85,7.67,4.87,2.40023383487654,0.148632413800705
22,12,86,7.22,4.37,3.76532520943563,0
22,12,87,6.82,4.48,3.97085537918871,0.334628527336861
22,12,88,5.64,3.73,5.01639660493827,2.54715057319224
22,12,89,5.5,3.72,5.60206844246032,0.851064776124339
